Title,Author,Description,Genres,cover
The Drinker,"Hans Fallada, Charlotte Lloyd (Translation), A.L. Lloyd (Translation)","This astonishing, autobiographical tour de force was written by Hans Fallada in an encrypted notebook while he was incarcerated in a Nazi insane asylum. Discovered after his death, it tells the tale—often fierce, often poignant, often extremely funny—of a small businessman losing control as he fights valiantly to blot out an increasingly oppressive society.In a brilliant translation by Charlotte and A.L. Lloyd, it is presented here with an afterword by John Willett that details the life and career of the once internationally acclaimed Hans Fallada, and his fate under the Nazis—which brings out the horror of the events behind the book.","['Fiction', 'German Literature', 'Germany', 'Historical Fiction', 'Classics', 'Literature', 'Novels', '20th Century', 'Literary Fiction', 'Death']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1365195151l/674260.jpg
Spiritual Depression: Its Causes and Cure,D. Martyn Lloyd-Jones,"This enduring collection of twenty-one sermons by D. Martyn Lloyd-Jones, each originally delivered at Westminster Chapel in London, carefully and compassionately analyzes an undeniable feature of modern society from which Christians have not escaped -- spiritual depression.""Christian people,"" writes Lloyd-Jones, ""too often seem to be perpetually in the doldrums and too often give this appearance of unhappiness and of lack of freedom and absence of joy. There is no question at all but that this is the main reason why large numbers of people have ceased to be interested in Christianity.""Believing the Christian joy was one of the most potent factors in the spread of Christianity in the early centuries, Lloyd-Jones not only lays bare the causes that have robbed many Christians of spiritual vitality but also points the way to the cure that is found through the mind and spirit of Christ.","['Christian', 'Theology', 'Christian Living', 'Christianity', 'Counselling', 'Nonfiction', 'Spirituality', 'Faith', 'Psychology', 'Religion']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388200882l/272211.jpg
Valinin Düşüşü,"Robert Kirkman, Jay Bonansinga (Goodreads Author)","Kalbi zayıf olanlara tavsiye etmeyeceğim bu kitap, baskı altında, kan dökülmelerinin canlı olarak resmedildiği ve vahşiliğin karanlık yüzünü temsil ediyor. Bu merak uyandıran karakter incelemesi, halihazırda var olan karakter ve hikaye hattına farklı boyutlar katıyor.-School Library Journal-Zombi severlerin severek okuyabileceği bir kitap. Ancak Kirkman'ın zombi cehenneminin tadını aldığınızda, eski serileri de okumaktan kendinizi alamayacaksınız.-The Ossuary-Romanda gizemli kalan karakterlerin geçmişlerini ele alarak onları birbirine bağlıyor. Walking Dead severleri için okunması gereken bir kitap.","['Horror', 'Zombies', 'Fiction', 'Post Apocalyptic', 'Apocalyptic', 'Dystopia', 'Science Fiction', 'Fantasy', 'Audiobook', 'Thriller']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417045812l/23621715.jpg
The Last Hero,"Terry Pratchett, Paul Kid(Illustrator)","Cohen the Barbarian. He's been a legend in his own lifetime.He can remember the good old days of high adventure, when being a Hero meant one didn't have to worry about aching backs and lawyers and civilization. But these days, he can't always remember just where he put his teeth...So now, with his ancient (yet still trusty) sword and new walking stick in hand, Cohen gathers a group of his old -- very old -- friends to embark on one final quest. He's going to climb the highest mountain of Discworld and meet the gods.It's time the Last Hero in the world returns what the first hero stole. Trouble is, that'll mean the end of the world, if no one stops him in time.","['Fantasy', 'Fiction', 'Humor', 'Comedy', 'Graphic Novels', 'Science Fiction Fantasy', 'Magic', 'Adventure', 'Comics', 'Comic Fantasy']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388382236l/34503.jpg
When You Love Someone,Susan Johnson (Goodreads Author),"Some men are not for marrying. They have no interest in being dutiful, respectable husbands. What they offer is a sensual paradise to any woman who dares take it. And Julius D'Abernon, Marquis of Darley, is the master of the game. Julius's scandalous exploits have inflamed the pages of The Tatler for years. It is said he can seduce any woman with one of his smiles. Julius can have any woman he wants, but bedding Lady Grafton? That would be a challenge indeed. The very reputable Elspeth, Lady Grafton, is as refreshingly candid and quick-witted as she is beautiful and vibrant. Pity that she is the virtual prisoner of her tyrannical, aged husband, a man who cannot gratify his wife in any way. Such a woman should, nay, needs to experience the joys of passion that Julius is ever so qualified to administer--selflessly, of course. One kiss will get her into his chambers. But one kiss turns out to be more than he bargained for and yet not nearly enough...","['Historical Romance', 'Romance', 'Historical', 'Erotica', 'Regency Romance', 'Historical Fiction']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348795040l/13027097.jpg
The Adventures of Mr Marigold,Michael Tobias,,['Fiction'],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387752223l/6897048.jpg
The Nigger Factory,Gil Scott-Heron,"Sutton University, West Virginia, is one of the last black universities in the US to wise up to the changing attitudes of the 1960s. But MJUMBE Members of Justice United for Meaningful Black Education intend to put things right. They don't wait for the revolution to be televised, they get it on.","['Fiction', 'African American', 'Literary Fiction', 'Novels', 'Race', 'Literature']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331457155l/501710.jpg
Super Sons of Tomorrow,"Peter J. Tomasi, Patrick Gleason (Illustrator), Francis Manapul (Illustrator), Jorge Jimenez (Illustrator)","The crossover event between Superman, the Super Sons and the Teen Titans is here!The Batman of Tomorrow travels to the present to prevent a cataclysmic disaster before it happens, revealing that Superboy will soon be responsible for the deaths of millions. But Superman will do anything to protect his son…and the Batman of Tomorrow is unwavering in his resolve to take down the Boy of Steel. That’s if he can find them.The Super Sons are on the run after discovering Superboy’s dark destiny, and the Batman of Tomorrow has recruited the Teen Titans to his cause. But the reunion gives way to the big question: Is the life of an innocent child worth more than the lives of millions? It’s the Teen Titans vs. the Super Sons in the battle you’ve been waiting for!Written by Peter J. Tomasi with art from a crew of today’s best illustrators, including Francis Manapul, Doug Mahnke and Jorge Jimenez, this crossover event is a must-have for Superman, Super Sons and Teen Titans fans alike! Collects SUPER SONS #11-12, SUPERMAN #37-38 and TEEN TITANS #15.","['Comics', 'Graphic Novels', 'Dc Comics', 'Superheroes', 'Comic Book', 'Batman', 'Graphic Novels Comics', 'Superman', 'Comix', 'Fiction']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1531665635l/36686103._SY475_.jpg
Bosh and Flapdoodle,A.R. Ammons,"A final completed collection of poetic works by the late National Book Critics Circle Award and National Book Award-winning writer features a series of candid, alternately humorous and sobering ruminations on such topics as age, illness, and death.",['Poetry'],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349033012l/833130.jpg
Hornet Flight,Ken Follett (Goodreads Author),"Ken Follett follows his bestsellers Jackdaws and Code to Zero with an extraordinary novel of early days of World War II...It is June 1941 and the war is not going well for England.  Across the North Sea, eighteen-year-old Harald Olufsen takes a shortcut on the German-occupied Danish island of Sande an discovers an astonishing sight that will change the momentum of the war.  He must get word to England-except that he has no way to get there.  He has only an old derelict Hornet Moth biplane rusting away in a ruined church: a plane so decrepit that it is unlikely ever to get off the ground...even if Harald knew how to fly it.","['Historical Fiction', 'Fiction', 'Thriller', 'War', 'World War II', 'Historical', 'Suspense', 'Adventure', 'Espionage', 'Mystery']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309202400l/92375.jpg
The Temple of the Ruby of Fire,Geronimo Stilton,BOOKS,"['Childrens', 'Fantasy', 'Fiction', 'Adventure', 'Middle Grade', 'Mystery', 'Animals', 'Chapter Books', 'Humor', 'Juvenile']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1428315654l/1454108.jpg
Eyes Like Stars,Lisa Mantchev,"
  All her world's a stage.
Bertie Shakespeare Smith is not an actress, yet she lives in a theater.She's not an orphan, but she has no parents.She knows every part, but she has no lines of her own.That is, until now. Enter Stage Right  NATE. Dashing pirate. Will do anything to protect Bertie.  COBWEB, MOTH, MUSTARDSEED, and PEASEBLOSSOM. Four tiny and incredibly annoying fairies. BERTIE'S sidekicks.  ARIEL. Seductive air spirit and Bertie's weakness. The symbol of impending doom. BERTIE. Our heroine.  Welcome to the Théâtre Illuminata, where the actors of every play ever written can be found behind the curtain. They were born to play their parts, and are bound to the Théâtre by The Book, an ancient and magical tome of scripts. Bertie is not one of them, but they are her family, and she is about to lose them all and the only home she has ever known. Lisa Mantchev has written a debut novel that is dramatic, romantic, and witty, with an irresistible and irreverent cast of characters who are sure to enchant the audience.  Open Curtain","['Fantasy', 'Young Adult', 'Romance', 'Magic', 'Fiction', 'Fairies', 'Young Adult Fantasy', 'Paranormal', 'Fae', 'Teen']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437879146l/3817859._SY475_.jpg
